Date,Open,High,Low,Close,Adj Close,Volume
1988-07-01,9.694052,9.922147,9.169432,9.671242,0.186797,146931300
1988-08-01,9.671242,9.899337,8.530766,8.986956,0.192984,119521000
1988-09-01,8.964147,9.465956,8.758861,9.329099,0.200331,119466800
1988-10-01,9.397528,10.036194,9.237861,9.397528,0.201801,129327000
1988-11-01,9.397528,9.580004,8.918528,9.488766,0.225041,112538100
1988-12-01,9.511575,9.694052,9.215051,9.215051,0.218549,101381900
1989-01-01,9.169432,9.990575,9.101004,9.967766,0.236401,165769000
1989-02-01,9.944956,10.332718,9.374718,9.420337,0.254921,115864700
1989-03-01,9.465956,9.534385,8.781670,8.918528,0.241342,118544500
1989-04-01,8.941337,9.009766,8.485147,8.713242,0.235786,133916900
1989-05-01,8.667623,9.146623,8.416718,8.895718,0.277476,116041000
1989-06-01,8.872909,9.169432,8.736051,8.850099,0.276054,127660600
1989-07-01,8.804480,9.260670,8.690432,9.101004,0.283880,104652000
1989-08-01,9.101004,9.853718,9.009766,9.830909,0.351604,165713100
1989-09-01,9.830909,9.967766,9.215051,9.283480,0.332025,90036800
1989-10-01,9.283480,9.830909,8.485147,8.644813,0.309183,124180500
1989-11-01,8.667623,8.713242,7.914908,8.143003,0.335831,95919500
1989-12-01,8.188622,8.393908,7.549955,7.960527,0.328306,88089000
1990-01-01,7.983336,8.371099,7.572765,7.869289,0.324543,97138900
1990-02-01,7.846479,8.576385,7.709622,8.393908,0.405718,71285100
1990-03-01,8.348289,8.964147,8.325480,8.622004,0.416743,93952200
1990-04-01,8.599194,8.872909,7.983336,8.051764,0.389181,71846700
1990-05-01,8.097384,8.895718,8.051764,8.416718,0.472421,84653500
1990-06-01,8.439527,8.781670,7.892098,7.983336,0.448096,85319700
1990-07-01,8.006145,8.257051,7.435907,7.572765,0.425051,90193300
1990-08-01,7.572765,7.595574,6.044526,6.363860,0.422316,133435900
1990-09-01,6.295431,6.523526,5.542717,5.633955,0.373879,71562100
1990-10-01,5.679574,6.021717,4.995287,5.063716,0.336037,142218400
1990-11-01,5.040907,5.383049,4.744383,4.995287,0.416122,126035000
1990-12-01,5.063716,5.177764,4.561906,4.858430,0.404722,130152100
1991-01-01,4.812811,5.109335,4.561906,5.109335,0.425623,121844200
1991-02-01,5.200573,5.998907,5.177764,5.953288,0.648101,183870100
1991-03-01,5.930479,6.432288,5.839240,5.907669,0.643135,136668200
1991-04-01,5.884860,6.272622,5.588336,5.930479,0.645618,123556300
1991-05-01,5.907669,6.751622,5.725193,6.728812,0.818607,132527100
1991-06-01,6.614764,6.888479,6.249812,6.569145,0.799182,95828300
1991-07-01,6.637574,6.774431,5.953288,6.112955,0.743683,69044200
1991-08-01,6.112955,6.112955,5.337430,5.679574,0.769474,115635300
1991-09-01,5.656764,5.725193,5.291811,5.474288,0.741661,94069700
1991-10-01,5.519907,5.748002,4.904049,4.949668,0.670586,101282400
1991-11-01,4.949668,5.018097,4.311002,4.379430,0.677393,188831300
1991-12-01,4.311002,5.246192,4.265383,5.132145,0.793819,145971000
1992-01-01,5.109335,6.135764,5.063716,5.565526,0.860853,205879900
1992-02-01,5.519907,7.207812,5.497097,6.706003,1.161259,208924400
1992-03-01,6.706003,7.413098,6.432288,7.002526,1.212607,189438700
1992-04-01,6.911288,8.462337,6.888479,8.279860,1.433801,219910700
1992-05-01,8.302670,8.416718,7.755241,8.097384,1.523509,146568600
1992-06-01,8.074574,8.918528,7.983336,8.371099,1.575008,179674700
1992-07-01,8.348289,8.439527,7.435907,8.348289,1.570716,206552900
1992-08-01,8.302670,8.348289,7.048145,7.435907,1.517851,153236000
1992-09-01,7.458717,7.823669,6.911288,7.207812,1.471291,185360300
1992-10-01,7.253431,7.344669,6.272622,6.660384,1.359547,203435500
1992-11-01,6.728812,7.755241,6.706003,7.664003,1.712798,121377400
1992-12-01,7.686812,7.960527,7.139384,7.823669,1.748482,144461100
1993-01-01,7.892098,8.872909,7.846479,8.416718,1.881020,170552600
1993-02-01,8.462337,9.283480,8.165812,8.371099,2.015420,178260200
1993-03-01,8.393908,9.762480,8.371099,9.488766,2.284508,190074600
1993-04-01,9.511575,10.195861,9.306290,9.990575,2.405324,191109100
1993-05-01,9.990575,10.309909,9.123813,9.488766,2.443664,167623000
1993-06-01,9.557194,10.218671,9.078194,9.534385,2.455413,179667500
1993-07-01,9.511575,9.808099,8.827289,9.625623,2.478909,166282600
1993-08-01,9.739671,10.036194,8.941337,9.306290,2.564063,158973200
1993-09-01,9.283480,10.538004,9.215051,10.081814,2.777735,163485400
1993-10-01,10.104623,11.541623,9.990575,11.290719,3.110812,201088900
1993-11-01,11.290719,11.815338,10.697671,11.085433,3.242726,170141900
1993-12-01,11.267909,12.066242,11.199480,11.769719,3.442894,146864600
1994-01-01,11.655671,12.682100,11.404766,12.225909,3.576338,206130600
1994-02-01,12.225909,12.796147,11.131052,11.336338,3.494398,232033900
1994-03-01,11.404766,12.020623,10.401147,10.720480,3.304563,231351200
1994-04-01,10.538004,11.222290,9.762480,10.652052,3.283469,236285700
1994-05-01,10.857337,11.176671,10.401147,10.538004,3.481250,183300000
1994-06-01,10.538004,11.359147,10.013385,10.766099,3.556601,210564400
1994-07-01,10.880147,11.952195,10.492385,11.632861,3.842938,157251200
